Title,location,Price
"
        2bdrm Apartment in Coastal Estate Area, Spintex for Rent
    ","
            Spintex
        ","
        1,500
    "
"
        3bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        14,250
    "
"
        Executive 2 Bdrm Apartment 4rent at Airport West
    ","
            Airport Residential Area
        ","
        10,440
    "
"
        4bdrm House in Kwabenya, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        2,700
    "
"
        4bdrm Apartment in Waija, West Hills Mall Area for Rent
    ","
            Weija, West Hills Mall Area
        ","
        1,000
    "
"
        3bdrm House in La Palm Wine for Rent
    ","
            Labadi, Palm Wine
        ","
        4,500
    "
"
        4bdrm Duplex in Ddlzabeth Properties, East Legon for Rent
    ","
            East Legon
        ","
        18,000
    "
"
        5bdrm House in Airport Residential for rent
    ","
            Airport Residential Area
        ","
        23,117
    "
"
        2bdrm Apartment in Fair Haven, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        3,000
    "
"
        Executive 4 Bedroom Apartment to Let at East Legon Hills
    ","
            East Legon
        ","
        1,800
    "
"
        4bdrm Duplex in Ridge for Rent
    ","
            Ridge, North Ridge
        ","
        14,700
    "
"
        NEWLY  3 BEDRMS HOUSE IN A GATED COMMUNITY FOR RENT EAST LEGON HILLS
    ","
            Agbogbloshie
        ","
        2,500
    "
"
        1bdrm House in East Legon, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,500
    "
"
        3bdrm Apartment in Spintex for Rent
    ","
            Spintex
        ","
        1,500
    "
"
        4bdrm House in American House for Rent
    ","
            East Legon, American House
        ","
        21,056
    "
"
        2bdrm Apartment in Best Wave Properties, East Legon for Rent
    ","
            East Legon
        ","
        2,000
    "
"
        2bdrm House in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        2,000
    "
"
        4bdrm Apartment in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        2,000
    "
"
        1bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        1,350
    "
"
        Furnished 3bdrm Apartment for Rent
    ","
            Airport Residential Area
        ","
        18,000
    "
"
        5bdrm Duplex in Elaffhomesgh, American House for Rent
    ","
            East Legon, American House
        ","
        16,000
    "
"
        2bdrm Apartment in School Junction for Rent
    ","
            Ashaley Botwe, Ashaley Botwe School Junction
        ","
        2,000
    "
"
        3bdrm Apartment in East Airport for Rent
    ","
            Airport Residential Area
        ","
        2,500
    "
"
        2bdrm Apartment in Century Road, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        1,500
    "
"
        2bdrm Apartment in Hfc Estate Area, Spintex for Rent
    ","
            Spintex
        ","
        2,500
    "
"
        Furnished 4 Bedroom Apartment Renting At Airport
    ","
            Airport Residential Area
        ","
        21,000
    "
"
        5 Bedroom Self Compound for Rent at East Legon
    ","
            East Legon
        ","
        5,800
    "
"
        2bdrm House in Spintex for Rent
    ","
            Spintex
        ","
        1,700
    "
"
        3bdrm Apartment in Ayathar Bedroom, New Town for Rent
    ","
            Teshie, Teshie New Town
        ","
        1,800
    "
"
        2bdrm Apartment in Mac Westage Real, Oyarifa for Rent
    ","
            Oyarifa
        ","
        1,700
    "
"
        Furnished 4bdrm Townhouse in Jubilee House, Accra Metropolitan
    ","
            Accra Metropolitan
        ","
        18,200
    "
"
        2bdrm Apartment in Joe Estate Agency, Achimota for Rent
    ","
            Achimota
        ","
        1,500
    "
"
        Furnished 1bdrm Apartment in Manet Court for Rent
    ","
            Spintex, Manet Court
        ","
        3,500
    "
"
        4bdrm Duplex in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        6,600
    "
"
        4bdrm House in Excel-Fame Consult, East Legon for Rent
    ","
            East Legon
        ","
        6,960
    "
"
        Furnished 2bdrm Mansion in East Legon for Rent
    ","
            East Legon
        ","
        6,960
    "
"
        2bdrm House in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        3,000
    "
"
        2bdrm Apartment in Praemus Properties, Boundary Road Area for Rent
    ","
            East Legon, Boundary Road Area
        ","
        4,900
    "
"
        EXECUTIVE 9 BEDROOMS FOR RENTALS AT EAST LEGON A&C MALL FOR 4000 $
    ","
            Agbogbloshie
        ","
        20,000
    "
"
        2bdrm Bungalow in Gilah Properties, Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        1,300
    "
"
        Furnished 4bdrm Townhouse/Terrace for Rent
    ","
            Accra Metropolitan
        ","
        36,000
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        2,200
    "
"
        4bdrm House in East Airport for Rent
    ","
            Airport Residential Area
        ","
        9,800
    "
"
        3bdrm Apartment in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,700
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        4,425
    "
"
        3bdrm Townhouse in Ab Majesty, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        6,000
    "
"
        3bdrm Apartment in Residential Capital for Rent
    ","
            Airport Residential Area
        ","
        7,500
    "
"
        5bdrm House in North Legon for Rent
    ","
            North Legon
        ","
        40,500
    "
"
        2bdrm Apartment in Wealthy Estate, West Legon for Rent
    ","
            West Legon
        ","
        1,600
    "
"
        3bdrm Apartment in Busia Estate, Sakaman for Rent
    ","
            Odorkor, Sakaman
        ","
        1,400
    "
"
        3bdrm House in Suadom Propaties, Baatsona Total for Rent
    ","
            Spintex, Baatsona Total
        ","
        3,500
    "
"
        Furnished 4bdrm Duplex in Ddlzabeth Properties, East Legon for Rent
    ","
            East Legon
        ","
        23,310
    "
"
        Furnished 4bdrm Townhouse in Delight Agency, North Ridge for Rent
    ","
            Ridge, North Ridge
        ","
        22,000
    "
"
        3bdrm Apartment in Ben Properties, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        2bdrm Apartment in Tsse Addo Round, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        2,200
    "
"
        EXECUTIVE  BUILT 2 BEDRMS SELF COMPOUND FOR RENTAL @ ADJIRINGANOR
    ","
            Agbogbloshie
        ","
        2,820
    "
"
        4bdrm Apartment in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        Furnished 1bdrm Apartment in Spintex for Rent
    ","
            Spintex
        ","
        1,700
    "
"
        2bdrm House in Lordpadmore, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,250
    "
"
        2bdrm Apartment in Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        5,000
    "
"
        Executive 2 Bedrm Fully Furnished Apartment4rent at East Legon
    ","
            East Legon
        ","
        9,860
    "
"
        4 Bedroom House + 1BQ 4 Rent East Legon, West Trassaco
    ","
            East Legon
        ","
        6,000
    "
"
        2bdrm Apartment in Youngest Agent, East Legon for Rent
    ","
            East Legon
        ","
        2,000
    "
"
        4bdrm House in Aj Properties, Oyarifa for Rent
    ","
            Oyarifa
        ","
        936,000
    "
"
        Furnished 2bdrm Apartment in Ofankor for Rent
    ","
            Ofankor
        ","
        4,200
    "
"
        2bdrm Apartment in Mataheko Pharmacy for Rent
    ","
            Mataheko
        ","
        1,500
    "
"
        2bdrm Apartment in Elly Real Estate, Oyarifa for Rent
    ","
            Oyarifa
        ","
        1,300
    "
"
        4bdrm House in East Legon Hills for Rent
    ","
            East Legon
        ","
        5,200
    "
"
        4bdrm House in East Legon Trasaco for Rent
    ","
            East Legon
        ","
        10,500
    "
"
        3bdrm House in Alliance Properties, East Legon for Rent
    ","
            East Legon
        ","
        7,200
    "
"
        4bdrm Duplex in East Legon for Rent
    ","
            East Legon
        ","
        12,000
    "
"
        2bdrm Apartment in Old Ashomang for Rent
    ","
            Old Ashomang
        ","
        1,600
    "
"
        3bdrm House in Community 16-Lashibi, Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        3,000
    "
"
        2bdrm Apartment in Legacy Solid Real, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        1,700
    "
"
        3bdrm Mansion in East Legon for rent
    ","
            East Legon
        ","
        6,000
    "
"
        Executive 4 Bedroom House for Rent at Legon Hills
    ","
            East Legon
        ","
        3,500
    "
"
        1bdrm Apartment in Coastal Estate, Spintex for Rent
    ","
            Spintex
        ","
        900
    "
"
        3bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        5,850
    "
"
        6 Bedrooms House With For Rentals At Adjiringanor
    ","
            East Legon
        ","
        5,220
    "
"
        2bdrm House in Tse-Addo, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        2,000
    "
"
        3bdrm Apartment in Ofankor Barrier, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,500
    "
"
        3bdrm House in Tse Addo, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        8,871
    "
"
        Furnished 3bdrm Townhouse in Kanda, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        18,600
    "
"
        6bdrm House in Nungua - Addogonno for Rent
    ","
            Nungua, Addogonno
        ","
        3,500
    "
"
        1bdrm Apartment in Teshie Yoomo Spec for Rent
    ","
            Teshie
        ","
        1,000
    "
"
        3bedroom Furnished Apt East Legon
    ","
            East Legon
        ","
        15,000
    "
"
        2bdrm Apartment in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        3,500
    "
"
        8bdrm House in Adjirigano, East Legon for Rent
    ","
            East Legon
        ","
        7,500
    "
"
        4bdrm House in US Embassy Area for Rent
    ","
            Cantonments, US Embassy Area
        ","
        42,350
    "
"
        3bdrm Apartment in Dr Roko, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,300
    "
"
        2bdrm Apartment in Old Ashongman, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,300
    "
"
        1bdrm Apartment in Weija for Rent
    ","
            Weija
        ","
        450
    "
"
        4bdrm Duplex in Residential Capital, East Legon for Rent
    ","
            East Legon
        ","
        11,250
    "
"
        2bdrm Apartment in East Legon, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        11,579
    "
"
        3bdrm House in Salam Estate, East Legon for Rent
    ","
            East Legon
        ","
        4,900
    "
"
        Executive 4 Bedroom Bedroom to Let at West Trasacco
    ","
            East Legon
        ","
        5,700
    "
"
        Ultra Modern 4 Bedroom House at East Legon
    ","
            East Legon
        ","
        11,200
    "
"
        2bdrm House in Hamza Estates, East Legon for Rent
    ","
            East Legon
        ","
        1,800
    "
"
        4bdrm House in Sakumono, Spintex for Rent
    ","
            Spintex
        ","
        3,500
    "
"
        5bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        48,000
    "
"
        2bdrm Townhouse/Terrace in East Legon for Rent
    ","
            East Legon
        ","
        5,000
    "
"
        2bdrm Apartment in Adjiringanor, Ability for Rent
    ","
            Adjiriganor, Ability
        ","
        2,000
    "
"
        2bdrm Apartment in Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        600
    "
"
        Furnished 2bdrm Apartment in Musuku Estate, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,800
    "
"
        5bdrm House in Seekers Realty, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        150,023
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        4,700
    "
"
        4bdrm House in Alliance Properties, East Legon for Rent
    ","
            East Legon
        ","
        7,800
    "
"
        5bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        10,500
    "
"
        Furnished 3bdrm Apartment in Delight Agency, Airport Residential Area
    ","
            Airport Residential Area
        ","
        18,400
    "
"
        3bdrm House in Oyarifa for Rent
    ","
            Oyarifa
        ","
        3,000
    "
"
        Furnished 2bdrm Duplex in Cantoments, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        24,000
    "
"
        2bdrm Apartment in Old Ashongman, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        Executive 5 Bedroom With Boys Quarters for Rent at Westland
    ","
            Ga East Municipal
        ","
        10,800
    "
"
        2bdrm Block of Flats in Fear Not, East Legon for Rent
    ","
            East Legon
        ","
        2,000
    "
"
        2bdrm Apartment in East Legon, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        4,200
    "
"
        2bdrm House in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        9,000
    "
"
        2bdrm House in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        4,500
    "
"
        5bdrm House in Bronko Housing, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        30,000
    "
"
        3bdrm House in Ab Majesty Property, Spintex for Rent
    ","
            Spintex
        ","
        3,500
    "
"
        2bdrm Apartment in Richmond Estate, East Legon for Rent
    ","
            East Legon
        ","
        2,000
    "
"
        4bdrm House in Comet Estate, Accra Metropolitan for rent
    ","
            Accra Metropolitan
        ","
        2,200
    "
"
        4bdrm House in Spintex for Rent
    ","
            Spintex
        ","
        12,886
    "
"
        Four Bedroom Apartment at North Legon for Rent for 2,200 Yr
    ","
            Ga East Municipal
        ","
        2,200
    "
"
        3bdrm Duplex in East Legon for Rent
    ","
            East Legon
        ","
        6,500
    "
"
        EXECUTIVE 3 BEDROOMS TOWN HOUSE FOR RENT AT TRASACO FOR 650$ PER MONTH
    ","
            Agbogbloshie
        ","
        3,055
    "
"
        5bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        6,300
    "
"
        2bdrm Apartment in Teshie for Rent
    ","
            Teshie
        ","
        1,500
    "
"
        4bdrm House in Sakummon Estate Ntac, Spintex for Rent
    ","
            Spintex
        ","
        3,600
    "
"
        3bdrm House in Newday Properties, Adjiriganor for Rent
    ","
            Adjiriganor
        ","
        4,200
    "
"
        2bdrm Apartment in Tseaddo, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        5,600
    "
"
        3bdrm Apartment in Seekers Realty, East Legon for Rent
    ","
            East Legon
        ","
        6,080
    "
"
        2bdrm Apartment in Praemus Properties, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        2,300
    "
"
        Furnished 3bdrm Apartment in Frimps Global, Airport Residential Area
    ","
            Airport Residential Area
        ","
        17,500
    "
"
        5bdrm House in Coastal Estate, Spintex for Rent
    ","
            Spintex
        ","
        4,500
    "
"
        3bdrm Apartment in Tseaddo, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        3,500
    "
"
        3bdrm Block of Flats in Dr Roko, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,600
    "
"
        3bdrm Apartment in Ghana Link Area for Rent
    ","
            East Legon, Ghana Link Area
        ","
        12,500
    "
"
        5bdrm House in Airport Residential for Rent
    ","
            Dworwulu
        ","
        42,000
    "
"
        2bdrm Apartment in Asor3 Junction, Adenta for Rent
    ","
            Adenta
        ","
        1,400
    "
"
        Furnished 1bdrm Apartment in Oasis Park Residence, Boundary Road Area
    ","
            East Legon, Boundary Road Area
        ","
        16,000
    "
"
        4bdrm House in Amasaman Cocoaboard, Ga West Municipal for Rent
    ","
            Ga West Municipal
        ","
        2,000
    "
"
        Executive 4 Bedroom Townhouse at Cantonment Renting
    ","
            East Legon
        ","
        21,000
    "
"
        6bdrm House in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        56,000
    "
"
        4bdrm House in Hamza Estates, East Legon for Rent
    ","
            East Legon
        ","
        4,000
    "
"
        4-Bedroom House at East Legon Hills 2500gh Per Month
    ","
            East Legon
        ","
        2,500
    "
"
        3bdrm House in Ablekuma Nic for Rent
    ","
            Ablekuma
        ","
        850
    "
"
        Furnished 3bdrm Apartment in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        19,500
    "
"
        3bdrm Apartment in East Legon Melcom for Rent
    ","
            East Legon
        ","
        2,500
    "
"
        2bdrm Apartment in Trasacco, East Legon for Rent
    ","
            East Legon
        ","
        5,879
    "
"
        2bdrm House in Trasaco Valley, East Legon for Rent
    ","
            East Legon
        ","
        6,210
    "
"
        4-Bedroom House for Rent at Legon Hills Going 2500gh Very Negotiable
    ","
            East Legon
        ","
        2,500
    "
"
        Executive 3-Bedroom Self Compound at Galaxy Intnl School
    ","
            East Legon
        ","
        3,000
    "
"
        3 Bedrooms House For Rent At Bush Road
    ","
            Burma Camp
        ","
        6,800
    "
"
        Furnished 2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        6,000
    "
"
        Furnished 2bdrm Apartment in Airport Residential, Accra Metropolitan
    ","
            Accra Metropolitan
        ","
        7,200
    "
"
        1bdrm Apartment in Hfc Estate, Spintex for Rent
    ","
            Spintex
        ","
        1,100
    "
"
        4bdrm House in Contoment, Cantonments for Rent
    ","
            Cantonments
        ","
        27,000
    "
"
        2bdrm Apartment in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        2bdrm Apartment in Regimanuel Estate, Spintex for Rent
    ","
            Spintex
        ","
        1,600
    "
"
        2bdrm Apartment in East Legon for rent
    ","
            East Legon
        ","
        4,800
    "
"
        3bdrm Apartment in East Legon Hills for Rent
    ","
            East Legon
        ","
        2,200
    "
"
        1bdrm Apartment in Weija for Rent
    ","
            Weija
        ","
        600
    "
"
        4bdrm House in Adjiriganor for Rent
    ","
            Adjiriganor
        ","
        10,100
    "
"
        2bdrm Apartment in a C Street, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        4,270
    "
"
        Executive 6bdrm Mansion Wt 3BQ 4rent at Airport Residential
    ","
            Airport Residential Area
        ","
        46,400
    "
"
        3bdrm Apartment in Teshie for Rent
    ","
            Teshie
        ","
        1,500
    "
"
        2bdrm Apartment in School Junction, East Legon for Rent
    ","
            East Legon
        ","
        2,500
    "
"
        2bdrm Apartment in Old Ashongman Manna for Rent
    ","
            Old Ashomang
        ","
        1,500
    "
"
        7bdrm Duplex in Amascorealty, East Legon for Rent
    ","
            East Legon
        ","
        15,250
    "
"
        Furnished 3bdrm Apartment in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        35,000
    "
"
        2bdrm Apartment in Kokomlemle, Heavy Do Area for Rent
    ","
            Kokomlemle, Heavy Do Area
        ","
        2,500
    "
"
        3bdrm House in Devtraco Estate, Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        2,500
    "
"
        4bdrm House in Angies Properties, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        20,000
    "
"
        3bdrm House in Dr Roko, East Legon for rent
    ","
            East Legon
        ","
        8,100
    "
"
        4 Bedroom House Now Letting at East Legon
    ","
            East Legon
        ","
        20,300
    "
"
        3bdrm Apartment in Spintex Coastal, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        3,500
    "
"
        Furnished 2bdrm Apartment in Billcotey Property, Spintex for Rent
    ","
            Spintex
        ","
        13,000
    "
"
        3bedrooms Apartment For Rent At Abokobi Boye
    ","
            Ga East Municipal
        ","
        1,100
    "
"
        2bdrm Apartment in Rasta, Teshie for Rent
    ","
            Teshie
        ","
        2,500
    "
"
        4bdrm Apartment in Hfc Estate, Spintex for Rent
    ","
            Spintex
        ","
        2,000
    "
"
        4bdrm House in East Legon Hills for Rent
    ","
            East Legon
        ","
        6,750
    "
"
        Furnished 4bdrm House in Alliance Properties, East Legon for Rent
    ","
            East Legon
        ","
        33,400
    "
"
        2bdrm Apartment in Ab Majesty Property, East Legon for Rent
    ","
            East Legon
        ","
        3,750
    "
"
        2bdrm Apartment in Oyarifa for Rent
    ","
            Oyarifa
        ","
        1,850
    "
"
        2bdrm Block of Flats in Frafraha for Rent
    ","
            Adenta, Frafraha
        ","
        2,500
    "
"
        2bdrm Apartment in East Legon Sychar, American House for Rent
    ","
            East Legon, American House
        ","
        1,500
    "
"
        2bdrm House in Teshie for Rent
    ","
            Teshie
        ","
        1,500
    "
"
        2bdrm Apartment in Beverly Hills, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,300
    "
"
        3bdrm House in Spintex, Hydrofon, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        3,000
    "
"
        2bdrm Apartment in Old Ashomang for Rent
    ","
            Old Ashomang
        ","
        1,200
    "
"
        Executive Newly Built 4 Bedroom House to Let at Legon Hills
    ","
            East Legon
        ","
        3,000
    "
"
        5bdrm House in East Legon, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        11,580
    "
"
        2bdrm Apartment in Kings Properties, Agbogba for Rent
    ","
            Agbogba
        ","
        1,500
    "
"
        5bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        7,000
    "
"
        Executive 2 Bed House to Let at at East Legon America Hou
    ","
            East Legon
        ","
        2,500
    "
"
        4bdrm House in Excel-Fame Consult, East Legon for Rent
    ","
            East Legon
        ","
        9,860
    "
"
        Furnished 4bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        13,000
    "
"
        5bdrm House in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        14,962
    "
"
        Penthouse for Rent at Trade Fair
    ","
            Airport Residential Area
        ","
        4,500
    "
"
        3bdrm Apartment in Ayathar Bedroom, New Town for Rent
    ","
            Teshie, Teshie New Town
        ","
        1,500
    "
"
        2bdrm Apartment in Oyarifa for Rent
    ","
            Oyarifa
        ","
        1,100
    "
"
        3bdrm House in Lake Side, Adenta for Rent
    ","
            Adenta
        ","
        2,500
    "
"
        1bdrm House in East Legon, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,000
    "
"
        1bdrm Apartment in by Chelsea, Ashomang Estate for Rent
    ","
            Ashomang Estate
        ","
        750
    "
"
        2bdrm Apartment in Pejei Consult, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        700
    "
"
        5 Bedrooms House With Two Boys Q for Rent at East Legon
    ","
            East Legon
        ","
        17,000
    "
"
        2bdrm Apartment in Grader Estate Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        3,000
    "
"
        3bdrm House in Dr Roko, West Legon for Rent
    ","
            West Legon
        ","
        4,000
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        1,400
    "
"
        3bdrm House in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        4,800
    "
"
        2bdrm Apartment in Elly Real Estate, Adenta for Rent
    ","
            Adenta
        ","
        1,600
    "
"
        3bdrm Apartment in Praemus Properties, East Legon for Rent
    ","
            East Legon
        ","
        7,500
    "
"
        Executive 4 Bedroom House to Let at Ogbojo
    ","
            East Legon
        ","
        5,700
    "
"
        Newly Built 3-Bedroom Plus Boys Quarters at Trasacco 3000gh
    ","
            East Legon
        ","
        3,000
    "
"
        4bdrm House in Beuna Vista Homes, Spintex for Rent
    ","
            Spintex
        ","
        6,435
    "
"
        7bdrm House in Fear Not, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        7,500
    "
"
        Furnished 2bdrm Apartment in Delight Agency, Dworwulu for Rent
    ","
            Dworwulu
        ","
        10,700
    "
"
        2bdrm Apartment in Ma Developments, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        2bdrm House in Suadom Properties, Baatsona Total for Rent
    ","
            Spintex, Baatsona Total
        ","
        2,500
    "
"
        2bdrm Apartment in Kaneshie Estate for Rent
    ","
            Kaneshie, North Kaneshie
        ","
        4,500
    "
"
        4bdrm Duplex in Ddlzabeth Properties, Cantonments for Rent
    ","
            Cantonments
        ","
        25,200
    "
"
        Furnished 4bdrm Duplex in East Legon for Rent
    ","
            East Legon
        ","
        8,400
    "
"
        2bdrm Apartment in East Airport, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        3,600
    "
"
        8bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        2,433,513
    "
"
        3bdrm Apartment in Parker'S Residence, American House for Rent
    ","
            East Legon, American House
        ","
        12,000
    "
"
        4bdrm Townhouse in Ab Majesty, South Shiashie for Rent
    ","
            South Shiashie
        ","
        8,000
    "
"
        4bdrm Duplex in , Spintex for Rent
    ","
            Spintex
        ","
        6,500
    "
"
        2bdrm Apartment in Ga West Municipal for Rent
    ","
            Ga West Municipal
        ","
        1,500
    "
"
        4bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        4,960
    "
"
        Executive 4 Bedroom House For Rent At East Legon Hills
    ","
            East Legon
        ","
        3,500
    "
"
        5bdrm House in Cantonment, US Embassy Area for Rent
    ","
            Cantonments, US Embassy Area
        ","
        23,637
    "
"
        3bdrm House in Oyarifa for Rent
    ","
            Oyarifa, Oyarifa Mall Area
        ","
        3,000
    "
"
        2bdrm Apartment in E a Properties, Frafraha for Rent
    ","
            Adenta, Frafraha
        ","
        1,400
    "
"
        4bdrm House in Adenta, SDA Area for Rent
    ","
            Adenta, SDA Area / Adenta
        ","
        2,500
    "
"
        3bdrm House in Devtraco, Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        2,000
    "
"
        3bdrm Apartment in Abelemkpe for Rent
    ","
            Abelemkpe
        ","
        1,800
    "
"
        Executive 5-Bedroom House for Rent at Adjiringanor
    ","
            East Legon
        ","
        5,800
    "
"
        Executive 4bdrm Self Compound 4rent at East Legon-Adgringanor
    ","
            East Legon
        ","
        5,800
    "
"
        5bedrooms House for Rent
    ","
            Accra Metropolitan
        ","
        4,383
    "
"
        5bdrm House in Spintex for Rent
    ","
            Spintex
        ","
        13,100
    "
"
        Furnished 2bdrm Apartment in Danvid Express, East Legon for Rent
    ","
            East Legon
        ","
        7,440
    "
"
        Furnished 1bdrm Apartment in Cantonments for Rent
    ","
            Cantonments
        ","
        3,000
    "
"
        4bdrm House in Tseaddo, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        14,986
    "
"
        4bdrm House in Ridge for Rent
    ","
            Ridge
        ","
        23,000
    "
"
        7bdrm House in Billcotey Property, Spintex for Rent
    ","
            Spintex
        ","
        9,000
    "
"
        3bdrm Apartment in American House, East Legon for Rent
    ","
            East Legon
        ","
        2,000
    "
"
        Five Bedroom House At East Legon Hills For Rent
    ","
            East Legon
        ","
        8,650
    "
"
        4bdrm Townhouse/Terrace in American House for Rent
    ","
            East Legon, American House
        ","
        9,100
    "
"
        3bdrm Apartment in Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        4,500
    "
"
        2bdrm Apartment in Mfund Real Estate, Valley View Area for Rent
    ","
            Oyibi, Valley View Area
        ","
        1,100
    "
"
        4bdrm Duplex in , Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        11,000
    "
"
        4bdrm Duplex in Dr Roko, East Legon for Rent
    ","
            East Legon
        ","
        4,000
    "
"
        2bdrm Duplex in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        2,000
    "
"
        5bdrm Duplex in Dr Roko, East Legon for Rent
    ","
            East Legon
        ","
        8,760
    "
"
        3bdrm House in Amazing Properties, East Legon for Rent
    ","
            East Legon
        ","
        154,000
    "
"
        4bdrm Mansion in Tema Golf City for Rent
    ","
            Tema Metropolitan
        ","
        3,000
    "
"
        Furnished 6bdrm Mansion in Fastinas Real Estate, Ga South Municipal
    ","
            Ga South Municipal
        ","
        2,500
    "
"
        4bdrm Duplex in Dr Roko, East Legon for Rent
    ","
            East Legon
        ","
        6,960
    "
"
        2bdrm Apartment in East Legon for rent
    ","
            East Legon
        ","
        2,000
    "
"
        4bdrm House in Spintex Coastal Down, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        6,000
    "
"
        Furnished 2bdrm Apartment in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        9,000
    "
"
        3bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        6,500
    "
